uniprot_A,uniprot_B,Entry_name_A,Entry_name_B,Gene_A,Gene_B,org_A,org_B,interaction_type,V1,V2
Q96T21,Q9WMX2,sebp2_human,Q9WMX2,SECISBP2,Q9WMX2,human,hcvco,physical association;,1,0
P0C739,P53621,bnl2a_ebvb9,copa_human,bnl2a_ebvb9,COPA,ebvb9,human,association;,1,0
Q77M19,P41252,q77m19_measw,syic_human,P,IARS1,measw,human,association;,2,0
P88995,Q15005,p88995_mhv68,spcs2_human,58,SPCS2,mhv68,human,physical association;,1,1
Q2PJP1,Q8N4C6,q2pjp1_9infa,nin_human,NS2,NIN,h5n1)-1,human,physical association;,1,0
P0CK58,Q27J81,balf1_ebvb9,inf2_human,balf1_ebvb9,INF2,ebvb9,human,association;,1,0
P09613,Q9H6X2,gp_uuks,antr1_human,GP,ANTXR1,Uuk,human,association;,1,0
Q86SQ7,Q99IB8,sdcg8_human,Q99IB8,SDCCAG8,Q99IB8,human,hcvjf,physical association;,1,0
P30119,P25786,btrf1_ebvb9,psa1_human,btrf1_ebvb9,PSMA1,ebvb9,human,association;,1,0
P38398,P03129,brca1_human,ve7_hpv16,BRCA1,E7,human,hpv16,physical association;,1,3
P24770,P01579,b8_vaccw,ifng_human,b8_vaccw,IFNG,vaccw,human,association;,1,0
P0DTD1,Q9NW13,p0dtd1-pro_0000449622,rbm28_human,rep,RBM28,SARS-CoV-2,human,association;,1,0
P0CK49,P98194,teg7_ebvb9,at2c1_human,teg7_ebvb9,ATP2C1,ebvb9,human,association;,1,0
P0C1C6,P04083,w_hendh,anxa1_human,P/V/C,ANXA1,hendh,human,association;,1,0
Q20MH8,Q9UJ14,q20mh8_i33a0,ggt7_human,M2,GGT7,i33a0,human,association;,2,0
Q77M19,Q14103,q77m19_measw,hnrpd_human,P,HNRNPD,measw,human,association;,1,0
Q09472,P03126,ep300_human,ve6_hpv16,EP300,E6,human,hpv16,physical association;direct interaction;,6,2
P0C762,P63010,gb_ebvg,ap2b1_human,gB,AP2B1,ebvg,human,physical association;,1,0
Q05322,Q9Y4I1,vp24_ebozm,myo5a_human,VP24,MYO5A,ebozm,human,association;,1,1
P0DOE9,P23634,ns1_hrsva,at2b4_human,1C,ATP2B4,hrsva,human,association;,1,0
Q00987,Q2HR73,mdm2_human,virf4_hhv8p,MDM2,vIRF-4,human,hhv8p,physical association;,1,0
P03485,O14828,m1_i34a1,scam3_human,M,SCAMP3,i34a1,human,association;,1,0
P03496,Q12906,ns1_i34a1,ilf3_human,NS,ILF3,i34a1,human,association;physical association;,3,1
P0DTC9,P38159,ncap_sars2,rbmx_human,N,RBMX,SARS-CoV-2,human,association;,1,0
E7ELX2,Q9BTX1,E7ELX2,ndc1_human,E7ELX2,NDC1,recombinant hepatitis c virus j6/jfh1(ed43-ns5a),human,association;,1,0
P03129,Q9BW85,ve7_hpv16,yju2_human,E7,YJU2,hpv16,human,physical association;,1,1
Q69117,Q9BZ29,q69117_ebvg,dock9_human,BFRF1A,DOCK9,ebvg,human,association;,1,0
C5E527,Q8IX01,c5e527_9infa,sugp2_human,PB2,SUGP2,A/New York/1682/2009(H1N1),human,association;,4,0
P24830,Q86VP1,ve2_hpv39,taxb1_human,E2,TAX1BP1,Human papillomavirus type 39,human,physical association;,1,1
P03485,Q96KN7,m1_i34a1,rpgr1_human,M,RPGRIP1,i34a1,human,association;,1,0
P30119,Q9Y5V3,btrf1_ebvb9,magd1_human,btrf1_ebvb9,MAGED1,ebvb9,human,association;,1,0
Q8IXM3,Q2I360,rm41_human,q2i360_hbv,MRPL41,C,human,hbv,physical association;,1,0
P23528,P0DOE7,cof1_human,matrx_hrsva,CFL1,M,human,hrsva,physical association;,2,2
P06790,P04637,ve2_hpv18,p53_human,E2,TP53,hpv18,human,physical association;,1,0
P06460,O94919,P06460,endd1_human,P06460,ENDOD1,hpv6b,human,association;,1,0
Q1K9H5,O75190,q1k9h5_i33a0,dnjb6_human,PB1,DNAJB6,i33a0,human,association;,2,0
P36791,Q9UJY5,ve2_hpv32,gga1_human,E2,GGA1,hpv32,human,physical association;,1,0
Q99AU3,P43243,ns1_i18a0,matr3_human,NS,MATR3,i18a0,human,association;,1,0
P0DOE9,Q99536,ns1_hrsva,vat1_human,1C,VAT1,hrsva,human,association;,1,0
P03118,Q96QE5,ve2_hpv1,tefm_human,E2,TEFM,hpv1a,human,physical association;,1,0
Q9WMX2,Q86UC2,Q9WMX2,rsph3_human,Q9WMX2,RSPH3,hcvco,human,physical association;,1,2
P15059,P62807,spi2_vaccw,h2b1c_human,SPI-2,H2BC8,vaccw,human,association;,1,0
P03468,P55084,nram_i34a1,echb_human,NA,HADHB,i34a1,human,association;,1,0
C5E519,Q8NI60,c5e519_9infa,coq8a_human,M2,COQ8A,A/New York/1682/2009(H1N1),human,association;,1,0
E5LBT9,P52294,e5lbt9_hhv8,ima5_human,ORF17,KPNA1,hhv8,human,association;,1,0
P04020,Q9BVC4,ve7_hpv11,lst8_human,E7,MLST8,hpv11,human,physical association;,1,1
P12792,P41091,nss_sfsv,if2g_human,NSS,EIF2S3,sfsv,human,association;,1,0
Q9J0X9,P61978,q9j0x9_hhv1,hnrpk_human,UL54,HNRNPK,hhv1,human,association;,1,0
Q2MG95,O43164,q2mg95_ebvb9,pja2_human,BVLF1,PJA2,ebvb9,human,association;,1,0
P68619,P33176,a36_vaccw,kinh_human,a36_vaccw,KIF5B,vaccw,human,physical association;,3,0
Q76RG8,Q9BZF3,q76rg8_hhv8,osbl6_human,ORF46,OSBPL6,hhv8,human,association;,1,0
Q76353,O76071,Q76353,ciao1_human,Q76353,CIAO1,9hiv1,human,association;,1,0
Q8JPQ9,P53992,nss_bunl8,sc24c_human,N,SEC24C,bunl8,human,association;,1,0
Q6QDQ4,P23246,q6qdq4_prrsv,sfpq_human,N,SFPQ,prrsv,human,association;,1,0
D1LN35,O43390,d1ln35_9infa,hnrpr_human,NS1,HNRNPR,h5n1-china,human,association;,1,0
P19712,P62081,P19712,rs7_human,P19712,RPS7,CSFV,human,association;,3,1
P0CK58,P15260,balf1_ebvb9,ingr1_human,balf1_ebvb9,IFNGR1,ebvb9,human,association;,1,0
Q69117,P49591,q69117_ebvg,sysc_human,BFRF1A,SARS1,ebvg,human,association;,1,0
Q01534,Q6VGT1,tspy1_human,q6vgt1_ade05,TSPY1,E4,human,ade05,physical association;,1,0
P24830,Q8IWI9,ve2_hpv39,mgap_human,E2,MGA,Human papillomavirus type 39,human,physical association;,2,1
P0DTC5,P05023,vme1_sars2,at1a1_human,vme1_sars2,ATP1A1,SARS-CoV-2,human,association;,1,0
C5E524,P62993,c5e524_9infa,grb2_human,NS1,GRB2,A/New York/1682/2009(H1N1),human,association;,1,0
P03431,Q12816,rdrp_i34a1,trop_human,PB1,TRO,i34a1,human,association;,1,0
P06927,Q96JJ7,ve5_hpv16,tmx3_human,E5,TMX3,hpv16,human,association;,1,1
Q20MH4,P19429,q20mh4_i33a0,tnni3_human,NS2,TNNI3,i33a0,human,physical association;,1,0
Q9WPI5,P07910,q9wpi5_9infa,hnrpc_human,NS1,HNRNPC,influenza a virus (a/texas/36/1991(h1n1)),human,association;,1,0
P0CK56,Q9P0V3,ul92_ebvb9,sh3b4_human,ul92_ebvb9,SH3BP4,ebvb9,human,association;,1,0
C5E527,O15294,c5e527_9infa,ogt1_human,PB2,OGT,A/New York/1682/2009(H1N1),human,association;,1,0
P06460,Q15392,P06460,dhc24_human,P06460,DHCR24,hpv6b,human,association;,1,0
Q77M19,P62750,q77m19_measw,rl23a_human,P,RPL23A,measw,human,association;,1,0
P69901,O15269,P69901,sptc1_human,P69901,SPTLC1,hpv11,human,association;,1,0
P36313,P62736,icp34_hhv11,acta_human,ICP34.5,ACTA2,hhv11,human,association;,1,0
P36780,Q8N1B4,ve2_hpv09,vps52_human,E2,VPS52,Human papillomavirus type 9,human,physical association;,1,1
Q9Y676,P03204,rt18b_human,ebna6_ebvb9,MRPS18B,EBNA6,human,ebvb9,direct interaction;association;,2,0
P03246,P16615,e1bs_ade05,at2a2_human,e1bs_ade05,ATP2A2,ade05,human,association;,1,0
P03230,Q15326,lmp1_ebvb9,zmy11_human,LMP1,ZMYND11,ebvb9,human,colocalization;physical association;,3,3
P0DTC9,Q13310,ncap_sars2,pabp4_human,N,PABPC4,SARS-CoV-2,human,association;,1,0
Q1K9H5,Q2KHR3,q1k9h5_i33a0,qser1_human,PB1,QSER1,i33a0,human,association;,2,0
P0DTD1,P07203,p0dtd1-pro_0000449623,gpx1_human,rep,GPX1,SARS-CoV-2,human,association;,1,0
P0CK58,Q86SQ0,balf1_ebvb9,phlb2_human,balf1_ebvb9,PHLDB2,ebvb9,human,association;,1,0
Q77M19,Q9UHG3,q77m19_measw,pcyox_human,P,PCYOX1,measw,human,association;,1,0
P78556,P0DSV7,ccl20_human,crmb_var67,CCL20,CRMB,human,varv,direct interaction;,1,0
Q98140,Q8IXW5,q98140_hhv8,rpap2_human,ORF24,RPAP2,hhv8,human,association;,1,0
Q99IB8,P17987,Q99IB8,tcpa_human,Q99IB8,TCP1,hcvjf,human,association;,1,1
P03182,P53801,ear_ebvb9,pttg_human,ear_ebvb9,PTTG1IP,ebvb9,human,association;,1,0
P06932,P53621,ve7_hpv05,copa_human,E7,COPA,hpv05,human,association;,1,0
P0DOE9,Q8NBX0,ns1_hrsva,scpdl_human,1C,SCCPDH,hrsva,human,association;,1,0
Q8JPQ9,P32119,nss_bunl8,prdx2_human,N,PRDX2,bunl8,human,association;,1,0
H9XIJ5,Q13111,h9xij5_i75a3,caf1a_human,PB2,CHAF1A,i75a3,human,physical association;,1,0
Q99IB8,P08603,Q99IB8,cfah_human,Q99IB8,CFH,hcvjf,human,physical association;,1,0
Q1K9H2,Q71UM5,q1k9h2_i33a0,rs27l_human,NP,RPS27L,i33a0,human,association;,1,0
P36780,Q96QF0,ve2_hpv09,rab3i_human,E2,RAB3IP,Human papillomavirus type 9,human,physical association;,1,1
D0UZU1,O95714,d0uzu1_hhv8,herc2_human,ORF73,HERC2,hhv8,human,association;,1,0
P06428,Q12959,ve6_hpv08,dlg1_human,E6,DLG1,hpv08,human,direct interaction;,1,0
Q8JPQ9,P82979,nss_bunl8,sarnp_human,N,SARNP,bunl8,human,association;,1,0
P06460,Q99623,P06460,phb2_human,P06460,PHB2,hpv6b,human,association;,1,1
P04578,Q14697,p04578-pro_0000038427,ganab_human,env,GANAB,hv1h2,human,association;,6,2
P15059,P84243,spi2_vaccw,h33_human,SPI-2,H3-3B,vaccw,human,association;,1,0
Q77M19,P11940,q77m19_measw,pabp1_human,P,PABPC1,measw,human,association;,1,0
Q15942,P03496,zyx_human,ns1_i34a1,ZYX,NS,human,i34a1,physical association;,1,0
Q9H6S1,Q9E7P0,azi2_human,Q9E7P0,AZI2,Q9E7P0,human,dengue virus 2,physical association;,2,1
P06927,P23634,ve5_hpv16,at2b4_human,E5,ATP2B4,hpv16,human,association;,1,0
P0DTC8,P62195,P0DTC8,prs8_human,P0DTC8,PSMC5,SARS-CoV-2,human,association;,1,0
Q5EP37,P53814,q5ep37_9infa,smtn_human,PB1,SMTN,influenza a virus (a/viet nam/1203/2004(h5n1)),human,association;,1,0
F5HFG5,Q969Z0,f5hfg5_hhv8,fakd4_human,ORF4,TBRG4,hhv8,human,association;,1,0
C5E526,P19367,c5e526_9infa,hxk1_human,PB1,HK1,A/New York/1682/2009(H1N1),human,association;,3,0
P06460,Q99942,P06460,rnf5_human,P06460,RNF5,hpv6b,human,association;,1,1
P30119,Q3KQU3,btrf1_ebvb9,ma7d1_human,btrf1_ebvb9,MAP7D1,ebvb9,human,association;,1,0
B9VXK6,Q9BQE3,b9vxk6_hcmvt,tba1c_human,UL36,TUBA1C,hcmvt,human,association;,1,0
P06792,Q10472,ve5_hpv18,galt1_human,E5,GALNT1,hpv18,human,association;,1,0
P03427,Q9Y5B0,pb2_i33a0,ctdp1_human,PB2,CTDP1,i33a0,human,association;,1,0
F5HE15,Q96LA8,f5he15_hhv8,anm6_human,ORF17.5,PRMT6,hhv8,human,association;,1,0
C5E522,P46087,c5e522_9infa,nop2_human,NP,NOP2,A/New York/1682/2009(H1N1),human,association;,4,0
F5HFG5,P0C0L4,f5hfg5_hhv8,co4a_human,ORF4,C4A,hhv8,human,association;,1,0
P0C762,P18545,gb_ebvg,cnrg_human,gB,PDE6G,ebvg,human,physical association;,1,0
P04413,P40227,us03_hhv11,tcpz_human,US3,CCT6A,hhv11,human,association;,1,0
P04618,Q9Y2Q9,rev_hv1h2,rt28_human,rev,MRPS28,hv1h2,human,association;,1,1
A8E1C4,P34932,ltp_muhvk,hsp74_human,M48,HSPA4,muhvk,human,association;,1,0
P0DTC6,P15924,ns6_sars2,desp_human,Protein X3,DSP,SARS-CoV-2,human,association;,1,0
P29991,Q9BZF9,P29991,uaca_human,P29991,UACA,den27,human,physical association;,1,0
P02649,P27958,apoe_human,P27958,APOE,P27958,human,hcvh,colocalization;association;,6,0
P03182,Q01813,ear_ebvb9,pfkap_human,ear_ebvb9,PFKP,ebvb9,human,association;,1,0
P06461,O75477,P06461,erln1_human,P06461,ERLIN1,hpv6b,human,association;,1,0
Q69117,Q93052,q69117_ebvg,lpp_human,BFRF1A,LPP,ebvg,human,association;,1,0
P0DOE9,Q9BWU1,ns1_hrsva,cdk19_human,1C,CDK19,hrsva,human,association;,1,0
D0UZP9,P55265,d0uzp9_hhv8,dsrad_human,ORF37,ADAR,hhv8,human,association;,1,0
Q9DLK6,O94986,q9dlk6_9infa,ce152_human,NP,CEP152,influenza a virus (a/wsn/1933(h1n1)),human,physical association;,1,0
P36778,O15305,ve2_hpv03,pmm2_human,E2,PMM2,hpv03,human,physical association;,1,1
P0DOE9,P51572,ns1_hrsva,bap31_human,1C,BCAP31,hrsva,human,association;,1,0
O15084,Q9WMX2,anr28_human,Q9WMX2,ANKRD28,Q9WMX2,human,hcvco,physical association;,1,2
P06927,P50281,ve5_hpv16,mmp14_human,E5,MMP14,hpv16,human,association;,1,1
P0DTC5,P55786,vme1_sars2,psa_human,vme1_sars2,NPEPPS,SARS-CoV-2,human,association;,1,0
O36551,Q8N4L2,o36551_hhv8,pp4p2_human,K8.1,PIP4P2,hhv8,human,association;,1,1
O56264,P15880,ns1_i97a1,rs2_human,NS,RPS2,i97a1,human,association;,1,0
P03230,Q9UI14,lmp1_ebvb9,praf1_human,LMP1,RABAC1,ebvb9,human,physical association;colocalization;,9,0
P03179,Q9Y6N5,mtp_ebvb9,sqor_human,mtp_ebvb9,SQOR,ebvb9,human,association;,1,0
P06788,P42677,ve7_hpv18,rs27_human,E7,RPS27,hpv18,human,association;,1,1
Q194T2,A6NKF1,q194t2_9infa,sac31_human,NS1,SAC3D1,influenza a virus (a/wsn/1933(h1n1)),human,association;,4,0
P03466,Q13595,ncap_i34a1,tra2a_human,NP,TRA2A,i34a1,human,association;,1,0
P03220,Q9Y520,ul95_ebvb9,prc2c_human,ul95_ebvb9,PRRC2C,ebvb9,human,association;,1,0
P06927,Q9UKV5,ve5_hpv16,amfr_human,E5,AMFR,hpv16,human,association;,1,0
P36778,Q96JC1,ve2_hpv03,vps39_human,E2,VPS39,hpv03,human,physical association;,1,1
P0C739,P38435,bnl2a_ebvb9,vkgc_human,bnl2a_ebvb9,GGCX,ebvb9,human,association;,1,0
Q6PNE5,Q08211,q6pne5_9infa,dhx9_human,NS,DHX9,h5n1-thailand,human,association;,1,0
I6TAH8,Q96EY7,i6tah8_i68a0,ptcd3_human,NP,PTCD3,i68a0,human,association;,4,0
Q69117,Q99575,q69117_ebvg,pop1_human,BFRF1A,POP1,ebvg,human,association;,1,0
P04487,P46776,rnb_hhv11,rl27a_human,US11,RPL27A,hhv11,human,association;,1,0
C5E527,Q99417,c5e527_9infa,mycbp_human,PB2,MYCBP,A/New York/1682/2009(H1N1),human,association;,2,0
C5E527,Q9H582,c5e527_9infa,zn644_human,PB2,ZNF644,A/New York/1682/2009(H1N1),human,association;,2,0
P04578,O00231,p04578-pro_0000038427,psd11_human,env,PSMD11,hv1h2,human,association;,2,1
I6TAH8,Q02539,i6tah8_i68a0,h11_human,NP,H1-1,i68a0,human,association;,2,0
P03220,P28300,ul95_ebvb9,lyox_human,ul95_ebvb9,LOX,ebvb9,human,association;,1,0
Q9Y2J4,P0DOE7,amol2_human,matrx_hrsva,AMOTL2,M,human,hrsva,physical association;,1,2
A0A142I5B9,Q16531,A0A142I5B9,ddb1_human,A0A142I5B9,DDB1,ZIKVK,human,association;,1,0
P0DTD1,P61970,p0dtd1-pro_0000449632,ntf2_human,rep,NUTF2,SARS-CoV-2,human,association;,1,0
I6T1Z2,Q9H3G5,i6t1z2_i68a0,cpvl_human,NS1,CPVL,i68a0,human,association;,1,0
P0CK56,Q6P1M0,ul92_ebvb9,s27a4_human,ul92_ebvb9,SLC27A4,ebvb9,human,association;,1,0
Q997F2,O00629,v_nipav,ima3_human,P/V/C,KPNA4,nipav,human,association;,1,0
P0DTC7,O14980,ns7a_sars2,xpo1_human,Protein X4,XPO1,SARS-CoV-2,human,association;,1,0
Q99IB8,P30040,Q99IB8,erp29_human,Q99IB8,ERP29,hcvjf,human,association;,1,0
Q77M19,Q09028,q77m19_measw,rbbp4_human,P,RBBP4,measw,human,association;,1,0
A0A663DJA2,Q9C0D3,a0a663dja2_sars2,zy11b_human,ORF10,ZYG11B,SARS-CoV-2,human,association;,1,0
P06461,Q92508,P06461,piez1_human,P06461,PIEZO1,hpv6b,human,association;,1,1
P14335,P02760,P14335,ambp_human,P14335,AMBP,strain mrm61c,human,physical association;,1,0
P0DTD3,O95347,y14_sars2,smc2_human,y14_sars2,SMC2,SARS-CoV-2,human,association;,1,0
A0A142I5B9,Q9H0U6,A0A142I5B9,rm18_human,A0A142I5B9,MRPL18,ZIKVK,human,association;,1,0
P0DTD1,P25205,p0dtd1-pro_0000449626,mcm3_human,rep,MCM3,SARS-CoV-2,human,association;,5,0
P0CK56,Q96N66,ul92_ebvb9,mboa7_human,ul92_ebvb9,MBOAT7,ebvb9,human,association;,1,0
Q76TK5,P36873,q76tk5_hhv8,pp1g_human,ORF23,PPP1CC,hhv8,human,association;,1,1
C5E519,Q9Y5M8,c5e519_9infa,srprb_human,M2,SRPRB,A/New York/1682/2009(H1N1),human,association;,1,0
Q0A2H0,P19429,ns1_i59a0,tnni3_human,NS,TNNI3,strain a/chicken/scotland/1959 h5n1,human,physical association;,1,1
B4URF7,Q99615,b4urf7_i33a0,dnjc7_human,PB2,DNAJC7,i33a0,human,association;,2,0
P06460,Q9Y5M8,P06460,srprb_human,P06460,SRPRB,hpv6b,human,association;,1,1
P06460,O43505,P06460,b4ga1_human,P06460,B4GAT1,hpv6b,human,association;,1,0
P0DTD3,P07355,y14_sars2,anxa2_human,y14_sars2,ANXA2,SARS-CoV-2,human,association;,1,0
I6T1Z2,Q5SRE5,i6t1z2_i68a0,nu188_human,NS1,NUP188,i68a0,human,association;,1,0
P06921,Q9H5V8,ve2_hpv05,cdcp1_human,E2,CDCP1,hpv05,human,physical association;,1,0
Q99IB8,P40227,Q99IB8,tcpz_human,Q99IB8,CCT6A,hcvjf,human,association;,3,2
P27228,Q12959,ve6_hpv35,dlg1_human,E6,DLG1,Human papillomavirus type 35,human,physical association;,2,0
P30119,P17655,btrf1_ebvb9,can2_human,btrf1_ebvb9,CAPN2,ebvb9,human,association;,1,0
P0C739,O43264,bnl2a_ebvb9,zw10_human,bnl2a_ebvb9,ZW10,ebvb9,human,association;,1,0
P06927,Q969X5,ve5_hpv16,ergi1_human,E5,ERGIC1,hpv16,human,association;,1,0
P03410,Q96CN9,tax_htlv2,gcc1_human,tax,GCC1,htlv-2,human,physical association;,2,0
P03427,Q9BUP3,pb2_i33a0,htai2_human,PB2,HTATIP2,i33a0,human,association;,1,0
Q76RI8,Q9H4A5,q76ri8_hhv8,glp3l_human,ORF16,GOLPH3L,hhv8,human,association;,1,0
Q20MH8,Q8NBP0,q20mh8_i33a0,ttc13_human,M2,TTC13,i33a0,human,association;,2,0
H9XIJ5,P62937,h9xij5_i75a3,ppia_human,PB2,PPIA,i75a3,human,physical association;,1,0
Q15643,Q99IB8,tripb_human,Q99IB8,TRIP11,Q99IB8,human,hcvjf,physical association;,1,0
C5E524,O60812,c5e524_9infa,hnrc1_human,NS1,HNRNPCL1,A/New York/1682/2009(H1N1),human,association;,2,0
Q6VGT6,P19838,q6vgt6_ade05,nfkb1_human,E3,NFKB1,ade05,human,physical association;,1,0
Q2MG95,Q13049,q2mg95_ebvb9,tri32_human,BVLF1,TRIM32,ebvb9,human,association;,1,0
P04487,P62269,rnb_hhv11,rs18_human,US11,RPS18,hhv11,human,association;,1,0
P06423,Q15365,ve2_hpv33,pcbp1_human,E2,PCBP1,hpv33,human,physical association;,1,1
P03431,O00743,rdrp_i34a1,ppp6_human,PB1,PPP6C,i34a1,human,association;,2,0
P06927,Q7Z434,ve5_hpv16,mavs_human,E5,MAVS,hpv16,human,association;,1,1
P35256,P0CG38,vp24_mabvm,potei_human,VP24,POTEI,mabvm,human,association;,1,0
P04578,P43629,env_hv1h2,ki3l1_human,env,KIR3DL1,hv1h2,human,association;,1,1
P36780,P11474,ve2_hpv09,err1_human,E2,ESRRA,Human papillomavirus type 9,human,physical association;,1,0
Q68CP9,Q91NH1,arid2_human,Q91NH1,ARID2,Q91NH1,human,dengue virus 1,physical association;,1,1
P0C1C6,P07737,w_hendh,prof1_human,P/V/C,PFN1,hendh,human,association;,1,0
P06460,Q8IY26,P06460,plpp6_human,P06460,PLPP6,hpv6b,human,association;,1,1
Q1K9H5,Q9UL15,q1k9h5_i33a0,bag5_human,PB1,BAG5,i33a0,human,association;,1,0
P03496,P12036,ns1_i34a1,nfh_human,NS,NEFH,i34a1,human,association;,1,0
B4URF7,Q9H9B1,b4urf7_i33a0,ehmt1_human,PB2,EHMT1,i33a0,human,association;,1,0
Q12982,P03247,bnip2_human,e1bs_ade02,BNIP2,E1B,human,ade02,physical association;,1,0
B4URF7,Q5SRD1,b4urf7_i33a0,ti23b_human,PB2,TIMM23B,i33a0,human,association;,1,0
Q2MG95,P41252,q2mg95_ebvb9,syic_human,BVLF1,IARS1,ebvb9,human,association;,1,0
P06792,P17302,ve5_hpv18,cxa1_human,E5,GJA1,hpv18,human,association;,1,0
P0DTD1,P22314,p0dtd1-pro_0000449626,uba1_human,rep,UBA1,SARS-CoV-2,human,association;,3,0
P01892,P0C6I6,1a02_human,capsd_hbvh3,HLA-A,C,human,isolate Nicaragua/2928Nic/1997,physical association;,21,0
P0C739,Q8IV08,bnl2a_ebvb9,pld3_human,bnl2a_ebvb9,PLD3,ebvb9,human,association;,1,0
P03496,Q9Y3I0,ns1_i34a1,rtcb_human,NS,RTCB,i34a1,human,association;,3,0
Q1K9H5,P17612,q1k9h5_i33a0,kapca_human,PB1,PRKACA,i33a0,human,association;,1,0
P27958,Q9NU19,P27958,tb22b_human,P27958,TBC1D22B,hcvh,human,association;,1,0
Q1K9H5,Q9Y2X9,q1k9h5_i33a0,zn281_human,PB1,ZNF281,i33a0,human,association;,4,0
P0DTC8,O14818,P0DTC8,psa7_human,P0DTC8,PSMA7,SARS-CoV-2,human,association;,1,0
P03246,P35613,e1bs_ade05,basi_human,e1bs_ade05,BSG,ade05,human,association;,1,0
F5HBQ9,O00330,f5hbq9_hhv8,odpx_human,ORF70,PDHX,hhv8,human,association;,1,0
A0A142I5B9,Q9NXE4,A0A142I5B9,nsma3_human,A0A142I5B9,SMPD4,ZIKVK,human,association;,1,0
P06460,P04920,P06460,b3a2_human,P06460,SLC4A2,hpv6b,human,association;,1,0
Q0A2H1,Q8TD31,nep_i59a0,cchcr_human,NS,CCHCR1,strain a/chicken/scotland/1959 h5n1,human,physical association;,1,0
Q9WMB5,Q9BYX4,ncap_measc,ifih1_human,N,IFIH1,measc,human,association;,1,0
Q0HD54,Q9UL40,ns1_i40a0,zn346_human,NS,ZNF346,i40a0,human,association;,1,0
P0DTC4,Q86VM9,vemp_sars2,zch18_human,E,ZC3H18,SARS-CoV-2,human,association;,1,0
P04578,P01730,env_hv1h2,cd4_human,env,CD4,hv1h2,human,direct interaction;,5,0
P06461,P50416,P06461,cpt1a_human,P06461,CPT1A,hpv6b,human,association;,1,0
P04413,P78371,us03_hhv11,tcpb_human,US3,CCT2,hhv11,human,association;,1,0
P06460,Q9H490,P06460,pigu_human,P06460,PIGU,hpv6b,human,association;,1,1
P05556,P03192,itb1_human,bmrf2_ebvb9,ITGB1,bmrf2_ebvb9,human,ebvb9,physical association;,1,0
A0A663DJA2,Q9BU02,a0a663dja2_sars2,thtpa_human,ORF10,THTPA,SARS-CoV-2,human,association;,1,0
P03428,Q9NZB2,pb2_i34a1,f120a_human,PB2,FAM120A,i34a1,human,association;,1,0
P03107,Q92973,vl2_hpv16,tnpo1_human,L2,TNPO1,hpv16,human,direct interaction;,1,1
I6T1Z2,P53007,i6t1z2_i68a0,txtp_human,NS1,SLC25A1,i68a0,human,association;,4,0
Q6VGS8,P49368,q6vgs8_ade05,tcpg_human,E4,CCT3,ade05,human,association;,1,0
P03246,O75688,e1bs_ade05,ppm1b_human,e1bs_ade05,PPM1B,ade05,human,association;,1,1
C5E524,A6NKF1,c5e524_9infa,sac31_human,NS1,SAC3D1,A/New York/1682/2009(H1N1),human,association;,4,0
A0A142I5B9,Q9Y312,A0A142I5B9,aar2_human,A0A142I5B9,AAR2,ZIKVK,human,association;,1,0
Q9H3P7,P03300,gcp60_human,P03300,ACBD3,P03300,human,pol1m,association;physical association;,2,0
P69901,O00264,P69901,pgrc1_human,P69901,PGRMC1,hpv11,human,association;,1,0
P61289,P0C706,psme3_human,cvc2_ebvg,PSME3,CVC2,human,ebvg,physical association;,1,0
O60814,Q9QR71,h2b1k_human,lana1_hhv8p,H2BC12,LANA1,human,hhv8p,physical association;,3,0
P69901,Q9P0V3,P69901,sh3b4_human,P69901,SH3BP4,hpv11,human,association;,1,0
Q1K9H2,Q9BRJ2,q1k9h2_i33a0,rm45_human,NP,MRPL45,i33a0,human,association;,2,0
P06921,O60885,ve2_hpv05,brd4_human,E2,BRD4,hpv05,human,physical association;,1,0
O40939,Q6GYQ0,O40939,rgpa1_human,O40939,RALGAPA1,hhv8,human,association;,1,0
Q5EP28,Q9HCS7,q5ep28_9infa,syf1_human,NP,XAB2,influenza a virus (a/viet nam/1203/2004(h5n1)),human,association;,1,0
Q5EP28,P82675,q5ep28_9infa,rt05_human,NP,MRPS5,influenza a virus (a/viet nam/1203/2004(h5n1)),human,association;,1,0
P35256,Q5VTE0,vp24_mabvm,ef1a3_human,VP24,EEF1A1P5,mabvm,human,association;,1,0
Q95J06,P04601,1a24_human,nef_hv1h2,HLA-A,nef,human,hv1h2,physical association;,3,0
J9TC74,Q13561,j9tc74_cvhsa,dctn2_human,sars3a,DCTN2,sars-cov,human,physical association;,1,0
P24830,P11021,ve2_hpv39,bip_human,E2,HSPA5,Human papillomavirus type 39,human,physical association;,1,0
P0DTD8,O95347,ns7b_sars2,smc2_human,ns7b_sars2,SMC2,SARS-CoV-2,human,association;,1,0
C5E519,O00410,c5e519_9infa,ipo5_human,M2,IPO5,A/New York/1682/2009(H1N1),human,association;,2,0
P0DTD1,Q8WUY8,p0dtd1-pro_0000449625,nat14_human,rep,NAT14,SARS-CoV-2,human,association;,1,0
B4URF7,O95163,b4urf7_i33a0,elp1_human,PB2,ELP1,i33a0,human,association;,1,0
P06792,O15258,ve5_hpv18,rer1_human,E5,RER1,hpv18,human,association;,1,1
P14340,P50395,P14340,gdib_human,P14340,GDI2,den2n,human,association;,1,0
P06460,P51148,P06460,rab5c_human,P06460,RAB5C,hpv6b,human,association;,1,1
